Motor RPM,Motor Temp (°C),Motor Current (A),Torque (Nm),Motor Status
3533.96,117.85,125.46,88.02,Faulty
1012.65,53.11,32.44,193.14,Good
6378.2,71.05,189.31,365.51,Faulty
2643.19,32.7,186.95,13.9,Faulty
3745.75,65.75,48.97,315.18,Good
5640.83,81.42,124.81,32.44,Good
2993.42,115.78,10.46,196.51,Faulty
924.39,76.51,186.7,258.77,Faulty
3304.41,103.72,106.98,277.84,Faulty
7583.36,79.24,13.43,32.81,Good
5313.01,33.67,71.79,173.26,Good
5536.09,58.35,19.99,237.7,Good
5242.12,81.8,81.62,35.76,Good
1992.44,115.55,135.64,62.69,Faulty
3637.5,107.32,96.63,268.82,Faulty
6132.05,50.55,79.83,213.44,Good
1260.3,49.81,28.24,73.11,Good
2583.9,48.11,52.76,218.74,Good
2572.39,113.02,24.53,365.95,Faulty
3740.14,106.74,162.46,16.08,Faulty
7852.77,99.74,31.37,260.63,Good
1006.27,65.35,121.1,38.72,Good
4390.26,75.39,71.83,12.52,Good
1845.24,71.79,49.07,68.76,Good
7780.07,52.81,129.7,174.93,Good
1349.78,75.45,94.12,322.91,Good
3527.01,32.74,83.03,119.9,Good
6034.14,41.86,120.61,254.01,Good
5784.16,109.79,100.8,170.35,Faulty
3670.46,97.65,64.18,101.39,Good
3098.93,68.06,114.02,210.56,Good
3482.09,76.54,135.55,321.01,Good
2482.07,63.3,10.21,334.67,Good
2040.0,96.67,95.84,340.14,Good
4122.8,100.58,16.25,142.04,Faulty
2514.0,98.7,41.35,319.45,Good
2655.96,95.04,114.3,92.75,Good
5425.67,48.41,173.91,297.99,Good
7764.03,60.42,177.15,379.87,Good
5027.28,72.29,18.64,15.36,Good
1077.35,59.77,86.73,181.74,Good
1066.88,97.94,118.69,262.63,Good
7635.67,59.64,33.68,283.69,Good
2729.68,42.44,154.26,78.67,Good
1190.5,65.91,150.13,389.15,Good
4992.83,118.19,181.15,249.95,Faulty
5177.37,50.33,6.65,74.09,Good
5363.79,85.09,47.25,18.0,Good
2505.52,68.97,166.3,315.47,Good
613.33,36.39,135.76,41.08,Good
7737.62,73.91,179.41,65.01,Good
2381.7,93.19,16.15,234.18,Good
5570.2,76.19,121.41,245.37,Good
5799.72,108.49,115.96,277.89,Faulty
5075.06,56.0,11.96,163.47,Good
2846.81,37.76,105.14,311.82,Good
2533.22,114.29,123.86,390.0,Faulty
4982.51,64.04,42.3,115.73,Good
6995.72,81.88,58.3,284.18,Good
7600.5,101.28,129.87,372.1,Faulty
1294.29,59.19,96.32,277.65,Good
1661.21,94.45,172.31,275.63,Good
7585.52,42.19,71.76,97.27,Good
6024.01,56.22,57.0,218.7,Good
7122.45,43.02,197.05,229.38,Faulty
2019.74,103.01,182.67,283.05,Faulty
4906.89,50.04,10.65,398.76,Good
5758.55,94.57,155.29,23.12,Good
5600.84,114.9,26.52,35.44,Faulty
3561.14,77.5,10.36,40.4,Good
615.46,78.6,58.37,299.76,Good
4871.95,71.49,57.52,63.18,Good
2398.26,59.33,164.77,252.76,Good
3876.91,72.81,143.58,136.62,Good
7681.86,84.25,196.41,188.35,Faulty
3492.76,118.74,143.75,94.11,Faulty
6798.51,114.4,86.56,347.78,Faulty
1914.05,107.59,141.29,238.6,Faulty
5543.45,110.02,199.89,378.38,Faulty
7827.55,72.11,143.48,234.09,Good
1264.2,89.17,153.53,58.32,Good
562.4,110.56,187.98,76.64,Faulty
3751.87,65.37,27.16,395.74,Good
1194.69,116.56,142.43,292.97,Faulty
6112.88,67.42,170.91,29.22,Good
7359.11,84.1,191.1,284.47,Faulty
3755.16,93.88,46.14,170.75,Good
2440.34,115.55,103.27,129.81,Faulty
3758.02,52.02,137.71,70.08,Good
5925.86,97.15,53.26,337.56,Good
567.91,76.87,122.09,34.9,Good
4920.9,54.17,55.23,123.04,Good
5099.69,99.89,70.02,129.49,Good
5282.66,79.7,91.1,72.75,Good
2315.17,89.49,108.19,208.19,Good
5855.4,59.06,92.63,14.56,Good
1185.44,73.31,101.17,127.38,Good
1994.53,85.56,63.22,374.12,Good
7081.03,66.44,36.0,131.11,Good
6040.42,47.85,14.23,150.58,Good
603.09,116.55,43.22,194.53,Faulty
2362.82,76.03,118.48,229.06,Good
2108.05,96.05,158.29,325.4,Good
2531.05,66.99,38.0,84.23,Good
2356.7,61.96,26.17,349.98,Good
968.95,66.64,151.11,305.44,Good
3942.05,66.83,64.51,291.83,Good
5995.5,78.98,190.54,43.85,Faulty
5050.49,78.91,144.29,18.44,Good
5546.54,74.74,68.72,241.66,Good
1108.62,42.13,61.46,346.62,Good
7636.18,74.65,107.12,237.93,Good
6788.69,45.22,20.43,93.16,Good
6538.18,41.35,27.95,45.3,Good
6672.38,113.94,39.29,282.84,Faulty
7495.33,84.45,156.07,291.49,Good
4581.9,89.35,105.2,77.29,Good
2002.12,66.16,7.06,20.99,Good
5125.88,111.81,136.34,169.23,Faulty
6071.61,87.41,87.62,237.26,Good
6034.38,99.23,104.62,285.34,Good
4410.87,63.17,46.75,325.88,Good
1013.44,116.4,112.6,248.11,Faulty
3283.35,103.84,195.93,53.24,Faulty
7405.75,106.86,19.32,276.21,Faulty
4883.37,45.5,60.36,393.83,Good
4537.49,54.39,52.38,363.18,Good
2516.4,55.71,53.47,349.95,Good
3263.37,54.38,78.85,127.85,Good
7215.1,106.99,164.53,302.81,Faulty
5498.47,32.87,183.01,341.93,Faulty
6405.4,36.85,44.43,274.55,Good
3907.59,54.65,110.88,107.72,Good
5226.85,47.99,129.2,382.0,Good
2362.88,50.87,106.76,185.82,Good
5790.96,101.81,89.64,60.62,Faulty
3707.01,80.68,42.44,52.81,Good
3819.09,30.52,100.2,262.53,Good
5369.92,68.64,83.24,180.71,Good
7522.1,66.71,160.13,46.85,Good
980.05,40.26,153.9,298.74,Good
6685.57,90.85,31.13,321.74,Good
2692.87,93.19,22.26,292.91,Good
3829.4,94.88,182.09,88.88,Faulty
664.35,95.56,109.42,279.01,Good
2757.85,30.0,172.27,14.18,Good
4269.73,115.85,16.34,128.99,Faulty
921.32,103.28,107.67,165.54,Faulty
4183.22,111.36,110.19,335.75,Faulty
7453.33,31.41,172.84,162.25,Good
1290.45,114.05,24.03,14.4,Faulty
6233.31,102.88,51.89,147.42,Faulty
3572.53,105.35,84.27,204.58,Faulty
5413.8,38.4,173.84,380.11,Good
2451.77,96.49,188.08,377.0,Faulty
1696.19,116.39,198.58,80.54,Faulty
1703.47,91.07,192.04,82.21,Faulty
1028.69,81.35,6.16,73.72,Good
1892.35,115.11,14.3,317.68,Faulty
5481.65,69.86,33.78,12.35,Good
7112.68,83.94,73.03,59.6,Good
6605.94,72.87,166.83,219.8,Good
5638.51,113.96,179.07,106.55,Faulty
1328.24,36.85,41.43,46.02,Good
2668.91,75.1,125.83,150.35,Good
2823.55,91.83,183.89,116.94,Faulty
2374.68,101.27,95.43,209.33,Faulty
4362.54,82.47,25.19,391.9,Good
4516.65,111.8,94.27,58.48,Faulty
3176.64,114.78,78.28,155.36,Faulty
3153.42,35.79,117.64,373.47,Good
6714.17,66.21,90.54,351.98,Good
6419.7,32.11,8.38,163.77,Good
2808.47,59.65,198.83,282.59,Faulty
7353.41,78.32,110.99,44.26,Good
7646.11,111.97,97.36,287.89,Faulty
2950.57,106.19,191.15,389.41,Faulty
3158.19,41.47,35.39,219.62,Good
4292.26,38.37,41.9,204.41,Good
7558.41,83.03,162.56,83.05,Good
7072.4,77.89,55.86,257.18,Good
1269.26,53.97,160.85,240.27,Good
3445.48,110.95,57.95,264.25,Faulty
4650.28,113.46,11.47,20.17,Faulty
4273.49,66.24,105.82,224.0,Good
1953.97,110.13,43.35,242.02,Faulty
6941.13,64.56,152.78,90.94,Good
5577.06,96.31,130.03,91.25,Good
6784.31,72.83,185.1,117.73,Faulty
6940.73,41.03,157.68,287.57,Good
6112.67,113.51,40.25,246.44,Faulty
3794.08,70.87,161.03,339.85,Good
5079.1,96.1,130.14,125.31,Good
1702.74,63.05,135.45,365.71,Good
5552.34,31.7,167.29,300.05,Good
1844.4,39.05,116.9,164.05,Good
5704.62,74.66,95.87,47.15,Good
2221.99,92.1,129.15,110.22,Good
1381.63,60.13,63.1,383.14,Good
1739.63,92.59,40.61,131.04,Good
514.94,92.88,125.23,138.66,Good
5890.55,93.35,50.6,83.94,Good
5993.01,74.33,20.58,324.67,Good
4362.0,112.34,5.11,117.5,Faulty
1710.22,74.03,123.62,138.8,Good
1126.66,70.52,75.62,171.6,Good
643.47,47.94,151.7,179.15,Good
1743.11,57.69,78.16,170.42,Good
7181.42,33.81,99.77,206.46,Good
2311.53,87.02,84.38,327.66,Good
3157.03,52.37,131.86,329.52,Good
1290.09,57.37,74.45,321.34,Good
2167.71,99.37,192.93,49.44,Faulty
4394.18,59.45,187.55,321.87,Faulty
5058.15,51.8,170.37,56.9,Good
2340.14,45.22,184.46,58.64,Faulty
932.99,99.74,92.58,379.67,Good
3432.75,41.67,109.6,329.57,Good
2256.53,70.84,149.71,225.44,Good
2146.65,75.62,140.75,351.24,Good
7698.97,91.87,178.68,395.85,Good
5122.25,87.0,144.68,248.15,Good
4676.59,102.96,199.59,249.03,Faulty
3618.31,34.03,72.96,304.23,Good
3717.08,56.68,167.43,100.53,Good
4556.79,55.21,141.04,75.18,Good
5723.22,43.14,139.82,306.24,Good
5766.1,56.03,68.54,144.51,Good
1787.7,57.88,158.19,62.68,Good
4250.85,76.97,180.57,132.8,Faulty
3589.69,89.73,47.62,149.87,Good
7028.95,64.3,126.97,386.44,Good
5235.64,94.75,81.47,282.2,Good
4493.78,60.25,197.96,217.03,Faulty
1365.46,56.13,98.37,387.86,Good
5042.28,78.71,49.52,362.22,Good
1379.03,32.13,79.46,209.68,Good
3029.05,37.18,132.5,363.22,Good
1571.31,67.62,19.84,167.68,Good
5690.55,114.86,122.7,99.86,Faulty
2046.89,94.94,186.59,100.74,Faulty
3438.95,37.93,170.82,268.3,Good
7217.56,106.17,18.2,205.42,Faulty
2032.37,95.91,198.71,266.99,Faulty
4308.54,84.99,141.25,277.57,Good
3644.54,103.83,36.64,18.71,Faulty
635.93,66.37,7.42,31.08,Good
6445.69,49.94,38.4,217.74,Good
1017.84,76.08,168.44,84.5,Good
4056.91,79.4,9.22,256.69,Good
4705.09,78.45,50.46,225.35,Good
5213.2,80.86,152.67,238.45,Good
5664.74,115.38,119.29,127.96,Faulty
2399.54,111.2,157.63,259.54,Faulty
574.84,108.81,150.5,333.5,Faulty
5925.83,102.13,14.87,399.25,Faulty
4517.42,114.91,179.04,336.99,Faulty
6770.88,38.86,49.27,227.42,Good
6660.41,53.86,112.91,85.44,Good
6824.95,74.56,130.64,275.76,Good
4138.21,106.19,37.88,375.68,Faulty
3002.21,75.46,195.37,92.63,Faulty
6436.69,97.32,100.19,109.84,Good
3884.71,42.51,16.24,68.11,Good
1875.82,52.72,187.77,297.32,Faulty
6912.31,95.86,119.32,168.56,Good
7119.2,44.83,141.34,34.45,Good
3997.32,61.62,107.41,351.23,Good
1067.75,53.84,167.77,227.49,Good
3408.7,61.49,11.46,139.13,Good
6526.53,93.75,57.33,144.15,Good
7263.31,63.11,96.58,123.2,Good
2026.05,79.97,19.94,187.64,Good
1002.3,38.99,142.65,141.45,Good
7080.13,102.45,81.76,223.7,Faulty
3420.54,63.29,58.17,311.67,Good
4563.21,88.37,5.66,273.04,Good
7760.49,95.29,145.37,124.84,Good
999.24,48.87,167.59,216.21,Good
5362.39,109.62,82.03,337.65,Faulty
1055.79,85.46,115.02,36.6,Good
3316.02,68.59,49.4,40.54,Good
6528.61,46.41,126.33,226.91,Good
3751.04,114.81,7.37,259.25,Faulty
7978.87,97.96,100.29,92.45,Good
4692.94,48.72,130.62,300.64,Good
2908.72,60.39,184.05,262.04,Faulty
2150.83,102.87,79.36,370.08,Faulty
3128.9,92.61,154.21,75.89,Good
3294.0,98.92,121.55,303.04,Good
1015.35,69.71,185.77,42.62,Faulty
3271.81,94.48,82.68,230.46,Good
3981.79,64.78,67.22,225.24,Good
5920.53,49.01,177.99,161.47,Good
5425.47,86.94,14.6,339.38,Good
5815.74,117.84,31.6,11.7,Faulty
562.73,57.95,21.07,212.87,Good
2132.51,71.49,169.41,94.69,Good
5462.63,90.66,7.07,299.96,Good
4129.92,78.74,173.02,26.8,Good
539.85,105.91,93.0,334.31,Faulty
6533.71,98.56,5.78,336.86,Good
6296.07,35.25,83.32,334.82,Good
4613.14,119.86,41.43,69.5,Faulty
998.47,97.72,126.76,255.86,Good
6248.86,107.75,137.47,15.6,Faulty
4877.85,88.61,100.07,340.71,Good
6364.7,107.07,12.9,291.96,Faulty
6138.1,40.11,132.95,217.15,Good
6522.52,61.3,169.2,294.93,Good
4385.06,108.88,145.46,46.79,Faulty
1552.43,48.15,166.84,216.18,Good
5533.68,37.04,44.1,123.6,Good
5153.55,100.93,178.33,389.32,Faulty
6066.9,105.19,67.83,344.28,Faulty
1774.11,44.64,7.61,295.98,Good
1962.31,106.89,169.46,374.16,Faulty
7178.07,91.81,188.66,145.27,Faulty
6124.83,76.81,132.83,361.34,Good
7311.71,104.72,50.13,136.84,Faulty
6190.36,67.73,54.09,295.79,Good
4978.66,47.46,95.99,297.2,Good
5406.0,55.64,180.08,17.16,Faulty
7168.46,75.46,34.17,150.81,Good
4841.05,77.82,166.06,17.58,Good
5242.93,102.5,61.8,398.87,Faulty
1673.58,101.22,162.67,57.66,Faulty
4054.41,82.32,184.45,221.7,Faulty
5872.98,100.27,88.36,318.32,Faulty
2532.07,47.26,76.18,88.49,Good
2016.91,34.51,161.43,199.17,Good
2853.7,108.63,108.25,246.9,Faulty
2311.25,36.8,138.47,72.48,Good
2111.84,52.2,126.45,313.64,Good
3686.38,92.58,34.81,126.74,Good
7308.79,66.85,169.73,92.3,Good
4302.95,108.87,43.18,227.73,Faulty
1909.4,56.82,186.8,170.02,Faulty
1077.29,31.07,53.86,368.91,Good
5721.17,57.06,148.11,353.22,Good
3370.99,82.03,60.51,198.51,Good
6663.73,63.83,66.97,150.11,Good
5446.33,78.14,65.45,136.95,Good
6471.81,108.89,150.84,114.35,Faulty
2539.6,112.12,113.58,222.37,Faulty
5692.69,53.94,177.18,323.94,Good
2480.46,71.59,64.94,131.2,Good
7543.01,79.42,139.94,84.14,Good
5272.81,115.42,151.82,195.44,Faulty
2933.84,119.88,34.54,36.92,Faulty
2521.34,51.19,83.11,283.5,Good
1931.95,95.43,99.15,212.16,Good
5709.81,64.02,74.36,203.59,Good
2140.37,30.73,67.81,127.17,Good
4964.77,30.83,138.85,362.82,Good
2484.76,71.45,47.09,45.29,Good
5464.77,73.95,143.33,349.23,Good
6612.05,32.03,187.33,156.92,Faulty
6335.19,91.82,115.21,353.44,Good
6206.38,56.46,124.23,294.22,Good
1907.92,80.39,18.44,50.63,Good
1162.89,57.08,173.57,334.3,Good
5742.12,45.04,60.66,276.05,Good
3262.6,66.65,124.93,22.6,Good
3742.6,50.9,195.93,62.14,Faulty
733.62,78.13,121.12,257.89,Good
2446.82,47.89,146.32,268.41,Good
752.57,75.76,91.84,301.19,Good
7093.89,44.16,16.77,290.9,Good
2325.48,90.39,160.53,267.21,Good
4680.03,97.85,11.82,308.83,Good
792.34,39.94,141.63,234.28,Good
5501.36,72.1,9.47,111.71,Good
2922.71,36.38,173.15,365.83,Good
7234.39,83.84,35.74,17.1,Good
7160.89,53.8,105.28,152.96,Good
2939.68,77.49,121.44,294.26,Good
7257.21,76.57,94.22,176.59,Good
7971.18,113.19,71.45,19.69,Faulty
6690.62,79.42,96.22,35.73,Good
6836.54,82.47,65.73,262.97,Good
2367.57,66.15,90.43,386.3,Good
4825.27,115.42,74.99,225.23,Faulty
1004.42,99.95,115.41,207.64,Good
1211.88,55.69,51.4,134.15,Good
7991.69,105.98,197.79,110.11,Faulty
2949.79,68.92,102.67,18.18,Good
6111.38,104.58,42.86,116.45,Faulty
6549.99,104.06,98.03,185.15,Faulty
6935.17,47.0,173.95,87.2,Good
7982.21,93.1,9.25,44.07,Good
2311.22,56.16,137.51,289.91,Good
802.63,56.77,111.85,358.9,Good
3583.94,56.67,38.06,375.34,Good
1475.61,95.3,164.41,251.02,Good
668.19,50.68,76.93,30.58,Good
3203.2,30.08,62.29,298.94,Good
6378.04,94.37,166.48,52.94,Good
4746.36,45.41,129.51,271.2,Good
2845.83,39.4,180.16,313.95,Faulty
5407.57,51.38,127.83,293.09,Good
2240.14,64.19,149.46,381.23,Good
607.86,72.83,168.11,297.88,Good
6232.65,34.01,15.67,280.35,Good
5178.07,117.35,156.33,112.08,Faulty
6217.27,94.45,124.67,370.66,Good
792.04,59.09,18.55,80.02,Good
6778.4,58.68,104.17,362.91,Good
5146.45,70.37,21.08,131.94,Good
4725.47,86.36,148.51,60.76,Good
5184.61,43.17,111.57,332.41,Good
6983.25,47.0,190.95,10.97,Faulty
4902.02,107.35,40.71,334.51,Faulty
4857.13,53.06,123.18,112.3,Good
7930.09,64.22,46.26,355.04,Good
6175.48,108.41,124.74,279.68,Faulty
3817.2,89.68,145.92,269.81,Good
5805.48,60.75,145.85,152.47,Good
3419.23,91.53,163.94,33.17,Good
2216.57,31.77,171.44,333.73,Good
4976.39,96.21,20.07,76.65,Good
7461.37,73.83,71.94,155.18,Good
7468.55,103.19,138.99,244.14,Faulty
3064.29,115.92,102.22,198.08,Faulty
4457.58,113.32,42.18,87.48,Faulty
2087.27,111.83,112.78,64.84,Faulty
7967.23,76.1,84.45,58.07,Good
7858.38,62.41,81.06,346.57,Good
5371.32,71.85,162.9,22.31,Good
6533.11,92.09,84.48,391.04,Good
5863.25,109.56,10.16,87.43,Faulty
4948.69,48.63,16.32,53.03,Good
900.11,112.64,171.97,235.02,Faulty
3910.73,103.37,192.32,41.19,Faulty
5560.9,118.1,139.24,244.96,Faulty
5581.49,109.22,76.05,341.74,Faulty
3298.42,55.19,188.03,28.68,Faulty
7562.69,39.54,134.25,321.95,Good
1755.18,40.1,169.65,163.85,Good
4252.7,56.21,154.34,72.2,Good
5681.63,85.28,78.93,78.68,Good
5728.52,102.39,98.35,368.32,Faulty
5364.79,110.93,41.3,53.14,Faulty
2564.66,86.14,61.94,348.05,Good
1671.55,30.51,156.73,222.26,Good
5269.55,46.77,179.33,25.23,Good
4994.77,38.98,146.27,191.15,Good
1845.17,62.7,95.71,328.81,Good
5788.54,75.12,21.87,293.22,Good
3913.79,33.91,16.1,200.63,Good
5508.2,61.36,77.99,345.42,Good
6780.25,46.13,95.45,56.94,Good
1772.96,88.24,123.78,364.88,Good
643.59,71.78,6.27,340.11,Good
6343.27,74.58,198.0,286.23,Faulty
5072.73,68.49,75.97,328.98,Good
5747.3,116.04,170.38,222.09,Faulty
6786.16,49.33,109.32,273.31,Good
6521.08,76.5,30.44,228.63,Good
7706.9,96.24,160.53,148.62,Good
4519.51,80.12,143.42,231.86,Good
4163.72,113.61,107.85,110.41,Faulty
3514.15,64.02,105.34,181.71,Good
1652.68,71.73,22.06,119.5,Good
4794.55,37.97,132.89,57.93,Good
2577.59,84.81,182.69,135.53,Faulty
7409.81,55.94,23.18,342.28,Good
4873.93,44.43,56.38,158.62,Good
4946.3,79.01,180.95,301.72,Faulty
3161.93,77.91,60.45,78.33,Good
889.92,36.83,132.52,175.52,Good
738.08,92.84,109.29,54.79,Good
3675.01,86.14,121.28,64.06,Good
1134.24,47.01,86.08,250.8,Good
5051.35,72.25,63.5,246.92,Good
7107.3,94.83,14.46,93.22,Good
7121.86,77.65,150.13,195.03,Good
5442.84,65.59,150.49,346.69,Good
2084.24,59.01,135.79,77.94,Good
6972.48,84.94,130.51,17.49,Good
7145.7,114.52,52.52,264.28,Faulty
1974.9,90.46,9.36,30.86,Good
6030.7,36.73,162.7,392.18,Good
2648.9,71.46,100.77,247.75,Good
6519.8,110.17,64.83,193.45,Faulty
7979.28,38.5,24.88,177.7,Good
725.2,119.0,17.23,233.5,Faulty
7230.24,115.42,73.03,45.34,Faulty
5169.73,37.04,161.92,372.71,Good
7800.37,114.01,184.15,254.0,Faulty
3987.57,62.68,179.87,81.75,Good
6855.41,106.02,184.4,229.41,Faulty
967.96,67.65,182.01,61.97,Faulty
3014.59,69.68,107.81,16.85,Good
1002.62,87.08,47.79,255.9,Good
7815.07,99.7,160.62,262.91,Good
6627.3,33.04,46.67,237.64,Good
6894.11,83.38,57.11,81.56,Good
7534.74,46.81,50.48,245.34,Good
1138.28,61.14,105.42,32.04,Good
3391.98,61.32,67.76,247.6,Good
1032.76,72.22,35.06,226.07,Good
2080.95,60.07,93.37,265.55,Good
2220.24,39.66,175.41,359.24,Good
4018.3,43.11,116.26,341.64,Good
2514.22,33.01,176.28,392.46,Good
1257.34,72.32,43.2,390.73,Good
1756.18,115.9,37.56,311.2,Faulty
1604.57,40.41,117.24,383.0,Good
7798.08,115.16,95.35,348.24,Faulty
6194.69,96.0,133.73,293.76,Good
7758.21,87.37,159.95,39.4,Good
3798.05,88.07,151.5,29.13,Good
2587.76,104.41,188.74,336.66,Faulty
6487.2,39.62,82.66,200.97,Good
2946.9,75.43,45.25,327.7,Good
2745.38,92.74,112.43,132.04,Good
2243.79,82.81,26.59,165.08,Good
1472.59,104.95,61.33,283.07,Faulty
2423.47,36.5,45.54,366.98,Good
3164.9,92.16,82.33,44.23,Good
5554.96,78.06,26.69,345.98,Good
969.24,64.12,11.21,319.27,Good
2078.8,60.62,133.07,133.06,Good
6567.68,85.87,124.0,148.53,Good
1601.91,110.19,143.13,28.12,Faulty
3069.84,74.66,133.78,16.14,Good
6984.94,104.23,27.29,196.03,Faulty
1661.94,66.19,61.76,47.26,Good
1120.53,39.22,30.26,85.66,Good
4134.03,35.54,169.38,340.24,Good
2768.15,34.62,150.65,232.7,Good
4725.56,64.21,44.3,257.12,Good
6528.54,60.35,71.56,83.12,Good
1528.61,94.61,193.49,333.18,Faulty
4855.24,96.85,120.86,348.51,Good
4291.32,34.58,161.23,214.1,Good
1580.59,49.9,56.6,365.9,Good
5179.99,54.68,45.96,339.48,Good
2552.3,79.29,157.86,295.22,Good
4158.76,43.01,138.75,296.29,Good
1117.04,42.05,137.79,51.1,Good
3946.88,114.94,112.76,115.63,Faulty
2798.48,102.38,114.9,36.07,Faulty
6667.86,46.26,148.46,13.39,Good
927.34,66.59,57.65,71.74,Good
3639.55,62.01,73.79,353.39,Good
3938.24,101.19,174.97,103.55,Faulty
5937.55,75.92,65.23,388.36,Good
4807.16,41.51,111.53,242.94,Good
5504.09,96.51,142.01,102.53,Good
6327.87,65.72,199.99,203.88,Faulty
6966.52,53.66,89.88,95.45,Good
2854.07,63.79,88.48,393.75,Good
4535.17,74.8,169.3,340.43,Good
6800.81,60.88,162.07,20.23,Good
7920.88,51.77,147.56,379.63,Good
7171.39,65.87,95.33,291.22,Good
3286.0,31.73,68.17,42.13,Good
1963.75,99.52,123.7,271.55,Good
4170.44,45.39,175.86,262.3,Good
6062.31,33.95,177.34,95.33,Good
4194.27,88.83,26.16,305.79,Good
4123.86,99.65,88.53,43.96,Good
6786.73,103.24,95.62,200.88,Faulty
3210.53,74.42,195.63,13.87,Faulty
6948.46,48.48,137.21,387.81,Good
3551.04,96.35,84.41,303.11,Good
2961.75,92.97,10.08,71.95,Good
3904.92,52.16,115.25,143.25,Good
6218.35,111.31,23.73,72.62,Faulty
1445.02,39.39,167.72,308.98,Good
1973.14,118.44,151.74,32.97,Faulty
7635.84,107.42,94.8,337.76,Faulty
1816.19,91.91,88.7,377.46,Good
4757.95,114.49,179.98,273.88,Faulty
4844.86,95.01,61.25,93.06,Good
4172.18,47.14,53.56,150.44,Good
5335.59,69.79,188.14,196.12,Faulty
2223.7,36.44,162.8,245.8,Good
4644.97,65.07,165.02,270.78,Good
3291.3,96.74,43.06,226.14,Good
5462.5,64.78,32.94,147.01,Good
1559.18,59.73,10.08,357.46,Good
4781.58,83.58,51.22,41.74,Good
1889.53,108.5,155.97,191.84,Faulty
2589.82,34.28,51.81,312.47,Good
2140.32,64.69,147.18,33.74,Good
1871.28,44.24,54.12,285.08,Good
6692.83,92.58,82.08,329.69,Good
2642.81,39.52,196.72,267.72,Faulty
7453.43,89.83,52.74,15.05,Good
7774.45,55.76,78.39,80.25,Good
4784.45,47.9,63.71,143.42,Good
1572.51,114.27,26.38,101.14,Faulty
3309.11,31.67,100.53,385.43,Good
6482.99,69.4,78.84,264.12,Good
3255.43,31.95,140.5,125.82,Good
1152.63,73.52,164.43,372.58,Good
4675.89,75.09,111.13,298.83,Good
6838.41,58.95,11.28,121.0,Good
6469.45,41.89,125.69,157.76,Good
1813.42,63.87,15.8,87.78,Good
5545.73,90.5,125.19,388.72,Good
2153.78,100.42,138.58,211.75,Faulty
2136.56,77.77,43.56,359.46,Good
7055.54,83.09,164.77,145.13,Good
2372.52,48.06,182.66,345.73,Faulty
2474.36,55.86,163.55,31.02,Good
504.9,44.57,64.5,393.02,Good
7030.02,52.44,119.4,365.69,Good
6444.46,50.24,183.39,151.65,Faulty
5204.97,76.75,67.53,312.14,Good
6126.99,80.64,164.91,303.38,Good
1640.36,115.05,6.85,361.49,Faulty
3937.43,47.6,5.71,129.83,Good
3134.15,87.75,153.14,191.55,Good
1203.32,103.55,153.48,347.35,Faulty
4145.98,80.42,158.85,313.65,Good
7405.55,52.95,186.36,163.45,Faulty
800.44,53.63,27.99,339.83,Good
2685.96,33.53,50.24,28.31,Good
2056.56,57.49,181.23,315.0,Faulty
2286.1,97.01,39.56,90.64,Good
7313.26,34.28,138.03,121.59,Good
4010.52,49.74,108.44,202.35,Good
3997.25,93.56,21.22,185.4,Good
6204.32,100.44,60.63,213.02,Faulty
1658.69,70.98,106.47,222.46,Good
4154.49,92.83,171.21,139.3,Good
3724.89,64.92,142.97,78.34,Good
4976.83,44.39,126.27,309.71,Good
7996.68,65.83,101.73,165.99,Good
6270.87,82.2,63.24,207.28,Good
3483.99,115.32,28.25,261.43,Faulty
6706.65,36.19,84.77,364.76,Good
1780.31,75.67,10.56,285.95,Good
728.48,59.6,46.16,27.73,Good
2033.36,75.75,89.33,337.04,Good
3053.09,32.16,86.63,395.85,Good
4329.36,58.17,13.64,194.27,Good
5113.47,103.79,119.87,388.14,Faulty
7329.54,79.85,112.19,223.46,Good
4323.91,70.55,20.23,189.25,Good
4259.57,55.7,188.92,139.25,Faulty
876.82,56.82,24.38,266.45,Good
761.84,64.48,171.69,99.63,Good
4633.7,105.2,5.06,50.92,Faulty
3786.34,117.05,177.04,20.62,Faulty
6793.85,69.48,8.85,124.03,Good
1705.1,65.4,152.77,164.35,Good
687.29,106.19,75.53,225.31,Faulty
3867.79,68.42,148.95,124.17,Good
2281.09,79.68,83.34,393.78,Good
872.11,50.78,18.83,123.78,Good
5934.49,96.92,154.66,181.98,Good
1336.95,77.88,18.89,50.28,Good
5062.4,102.81,184.81,111.64,Faulty
2607.87,100.27,14.94,28.85,Faulty
1801.22,49.35,98.47,228.21,Good
3348.14,94.41,145.99,302.92,Good
6510.84,102.0,81.68,86.33,Faulty
3440.7,61.15,47.36,153.49,Good
6130.77,45.53,153.02,16.48,Good
1441.15,30.24,157.94,337.41,Good
6295.79,70.58,184.93,314.19,Faulty
2277.0,61.72,78.35,34.67,Good
5580.45,79.94,103.72,152.3,Good
4743.36,46.92,75.81,382.56,Good
7468.59,107.37,55.13,162.89,Faulty
3404.92,53.2,151.45,215.22,Good
996.24,50.38,71.23,148.54,Good
643.67,73.26,88.49,242.49,Good
6701.44,74.9,83.72,391.48,Good
4435.52,49.36,143.97,399.03,Good
6314.33,54.47,183.97,312.14,Faulty
2258.19,45.27,135.02,167.68,Good
3088.13,94.66,96.96,202.83,Good
725.78,99.31,156.94,149.13,Good
7711.19,71.61,129.99,394.37,Good
5509.01,94.27,16.82,286.03,Good
