Pack Voltage (V),Pack Current (A),Pack Power (W),SoC (%),SoH (%),Battery Temp (°C),Battery Status
396.86,-140.68,-55831.24,90.16,99.17,33.39,Healthy
314.42,16.25,5110.78,34.48,92.07,39.5,Healthy
331.87,78.61,26088.24,83.78,70.46,32.83,Non-Healthy
302.11,11.21,3387.75,56.56,96.4,26.86,Healthy
335.2,102.24,34269.04,46.26,73.02,28.7,Non-Healthy
392.78,-139.97,-54977.8,32.66,74.22,27.77,Non-Healthy
362.16,-39.97,-14476.93,33.41,92.03,39.21,Healthy
341.77,-78.88,-26958.55,72.95,95.95,51.72,Non-Healthy
344.61,-15.82,-5451.06,64.03,86.09,51.95,Non-Healthy
300.16,-128.29,-38506.96,29.77,78.67,21.92,Non-Healthy
335.98,136.24,45773.21,29.02,80.54,22.8,Non-Healthy
377.58,-83.02,-31347.56,25.78,80.29,28.58,Non-Healthy
416.9,126.69,52818.46,79.5,79.8,28.93,Non-Healthy
401.65,-22.23,-8929.44,76.95,77.29,23.32,Non-Healthy
302.83,145.66,44109.59,24.67,88.27,33.6,Healthy
407.83,16.22,6613.94,64.82,97.01,40.57,Healthy
393.98,129.25,50922.35,26.77,79.21,40.24,Non-Healthy
393.65,-148.4,-58415.09,92.3,75.6,39.02,Non-Healthy
354.96,74.47,26434.42,92.57,95.16,31.85,Healthy
347.76,120.92,42049.55,75.86,92.25,44.73,Healthy
336.35,-108.08,-36353.98,94.1,97.93,48.93,Healthy
307.88,-121.16,-37303.84,84.92,74.97,32.12,Non-Healthy
327.39,-22.63,-7408.21,86.28,74.33,22.99,Non-Healthy
329.59,130.1,42881.19,65.58,86.24,30.37,Healthy
358.09,12.72,4553.45,44.48,88.43,24.81,Healthy
389.69,8.24,3209.88,37.42,84.41,36.36,Non-Healthy
356.86,-107.66,-38420.02,46.18,87.97,25.46,Healthy
306.94,-149.76,-45968.5,70.28,75.41,36.2,Non-Healthy
414.93,93.04,38606.37,33.81,84.39,27.74,Non-Healthy
413.13,-123.73,-51115.21,40.69,89.74,45.86,Healthy
394.22,40.15,15829.99,57.44,82.98,20.96,Non-Healthy
418.96,124.38,52112.23,38.64,90.38,39.42,Healthy
365.34,-87.4,-31932.15,67.09,83.54,25.93,Non-Healthy
415.53,49.58,20602.86,93.85,80.01,20.03,Non-Healthy
309.07,-126.39,-39063.82,79.85,79.11,50.42,Non-Healthy
343.88,31.13,10703.85,73.31,82.33,43.5,Non-Healthy
327.05,-100.82,-32972.91,66.62,70.69,23.46,Non-Healthy
323.5,70.79,22899.29,59.04,90.06,43.24,Healthy
316.9,-59.63,-18896.72,34.93,95.35,41.41,Healthy
374.69,-10.98,-4115.1,91.58,80.64,36.57,Non-Healthy
393.76,29.83,11745.49,39.88,71.38,34.67,Non-Healthy
369.4,-98.62,-36429.07,27.3,99.6,51.05,Non-Healthy
317.64,72.49,23025.83,80.0,77.91,28.58,Non-Healthy
397.33,-59.21,-23525.36,34.05,73.8,33.94,Non-Healthy
376.31,48.71,18330.87,49.75,81.09,31.52,Non-Healthy
346.58,-102.52,-35529.67,22.26,92.16,46.99,Healthy
380.9,56.44,21495.96,30.97,78.82,52.08,Non-Healthy
331.19,-111.54,-36941.96,33.86,87.24,49.74,Healthy
341.42,-22.39,-7645.5,24.35,82.47,47.92,Non-Healthy
410.1,-75.84,-31101.11,72.53,73.53,54.54,Non-Healthy
334.86,74.51,24951.32,86.96,79.91,44.4,Non-Healthy
356.4,-71.39,-25443.12,49.87,91.75,46.29,Healthy
406.82,114.52,46586.72,89.97,88.36,54.4,Non-Healthy
384.93,117.55,45246.6,37.07,73.59,20.24,Non-Healthy
307.46,-91.07,-28000.05,46.03,74.9,42.19,Non-Healthy
317.68,34.15,10849.85,32.06,89.22,45.86,Healthy
300.94,-123.68,-37221.8,69.64,94.4,52.12,Non-Healthy
375.71,-32.54,-12225.2,53.59,80.48,50.93,Non-Healthy
353.72,64.0,22636.9,69.06,87.86,49.47,Healthy
316.11,47.83,15118.73,80.93,75.12,53.1,Non-Healthy
414.95,37.41,15523.44,63.66,79.34,38.81,Non-Healthy
363.56,-65.24,-23717.78,70.21,70.61,20.24,Non-Healthy
329.03,-36.59,-12039.93,94.82,93.05,20.39,Healthy
360.07,-119.12,-42890.44,43.93,82.03,39.06,Non-Healthy
381.55,65.71,25070.74,48.73,94.48,35.23,Healthy
309.15,1.17,360.66,77.42,91.25,35.79,Healthy
332.96,62.63,20853.46,68.9,94.86,34.01,Healthy
396.84,-75.32,-29888.46,34.28,78.57,52.12,Non-Healthy
355.16,-52.67,-18705.74,50.09,75.55,32.57,Non-Healthy
365.59,-49.74,-18182.73,57.43,99.16,49.97,Healthy
351.94,-142.28,-50072.77,53.55,91.52,51.6,Non-Healthy
305.27,-47.69,-14556.9,34.26,95.02,37.48,Healthy
319.89,90.99,29107.23,93.95,70.39,35.64,Non-Healthy
353.46,119.19,42129.33,80.99,80.63,46.64,Non-Healthy
325.1,5.47,1776.84,58.51,92.28,44.78,Healthy
306.0,-13.35,-4084.91,74.4,72.34,31.5,Non-Healthy
401.24,-140.75,-56475.29,91.78,87.02,23.59,Healthy
417.74,113.76,47523.0,30.89,82.87,29.27,Non-Healthy
395.18,-146.1,-57734.17,40.03,70.53,24.59,Non-Healthy
402.45,133.43,53697.46,63.42,77.08,30.32,Non-Healthy
329.04,-3.24,-1064.48,83.92,78.54,29.16,Non-Healthy
415.28,-47.42,-19692.21,22.9,73.36,42.32,Non-Healthy
323.63,127.27,41187.08,98.72,88.95,53.41,Non-Healthy
414.17,-142.68,-59095.12,56.39,77.27,44.0,Non-Healthy
419.38,24.43,10244.35,48.74,78.33,52.43,Non-Healthy
385.41,14.68,5657.68,43.42,96.95,47.44,Healthy
417.74,-84.2,-35175.1,33.95,84.01,45.48,Non-Healthy
368.34,-21.33,-7858.18,83.33,81.76,34.49,Non-Healthy
331.15,45.68,15126.44,96.43,91.72,31.37,Healthy
352.44,68.14,24015.0,53.09,97.29,49.62,Healthy
371.23,-149.78,-55604.26,96.19,70.75,51.69,Non-Healthy
308.77,131.06,40466.14,85.9,83.45,35.82,Non-Healthy
374.68,-100.64,-37708.81,58.48,88.32,20.32,Healthy
417.74,-79.93,-33388.34,73.92,79.56,47.74,Non-Healthy
322.81,-70.96,-22906.15,54.8,93.17,29.98,Healthy
395.11,-138.65,-54783.76,64.7,99.14,20.35,Healthy
408.95,-113.08,-46245.61,24.64,98.3,48.17,Healthy
413.24,145.9,60294.38,75.7,77.98,38.11,Non-Healthy
415.22,-55.43,-23017.51,24.23,76.79,43.98,Non-Healthy
362.58,-115.41,-41844.68,85.37,98.72,52.01,Non-Healthy
417.28,-117.9,-49198.05,86.0,83.76,38.94,Non-Healthy
390.88,65.84,25734.57,38.97,76.25,37.61,Non-Healthy
319.4,106.37,33974.83,45.89,91.21,30.17,Healthy
357.23,-72.91,-26047.03,58.5,78.53,30.68,Non-Healthy
386.2,-143.73,-55507.39,67.73,78.02,47.88,Non-Healthy
329.68,-83.07,-27387.57,42.99,96.38,35.72,Healthy
376.87,-133.05,-50141.29,67.4,74.87,25.72,Non-Healthy
379.99,-118.98,-45212.03,43.82,71.93,23.31,Non-Healthy
319.52,-20.55,-6565.44,24.44,78.08,36.55,Non-Healthy
367.81,-81.02,-29801.64,20.2,88.21,36.27,Healthy
392.6,4.78,1878.08,28.09,73.69,42.87,Non-Healthy
359.87,-73.95,-26612.87,83.38,84.15,36.49,Non-Healthy
301.45,132.16,39840.3,96.91,88.82,25.02,Healthy
301.08,121.78,36667.05,54.16,95.46,37.77,Healthy
342.84,20.04,6871.21,61.01,76.9,51.74,Non-Healthy
411.14,-43.67,-17955.78,31.75,94.52,25.58,Healthy
327.44,-35.66,-11675.22,64.08,77.05,44.14,Non-Healthy
376.12,-26.44,-9946.33,31.57,90.3,40.79,Healthy
326.65,68.27,22301.57,68.9,82.92,46.2,Non-Healthy
338.6,-14.51,-4912.52,94.66,73.44,25.27,Non-Healthy
401.77,107.02,42996.49,35.66,91.43,52.96,Non-Healthy
387.46,133.23,51621.14,81.17,76.53,41.73,Non-Healthy
311.45,-49.22,-15328.27,21.88,75.3,49.65,Non-Healthy
351.44,18.21,6399.22,50.04,80.75,28.63,Non-Healthy
303.5,-121.48,-36870.15,28.86,89.6,45.88,Healthy
357.71,-89.86,-32143.28,48.2,77.02,47.34,Non-Healthy
379.49,-25.96,-9851.72,33.88,75.51,33.91,Non-Healthy
314.22,-88.14,-27695.12,49.86,70.3,33.44,Non-Healthy
334.67,112.97,37806.62,53.4,84.15,43.02,Non-Healthy
347.74,-102.51,-35648.3,44.05,82.86,23.27,Non-Healthy
410.34,-13.3,-5458.29,72.53,77.02,45.75,Non-Healthy
419.19,31.71,13292.44,93.51,71.61,21.5,Non-Healthy
305.39,57.56,17577.96,52.05,82.88,26.67,Non-Healthy
391.32,-35.08,-13727.22,35.39,93.65,43.25,Healthy
344.61,110.73,38158.22,41.66,91.46,23.44,Healthy
347.09,20.5,7113.97,88.32,95.82,54.01,Non-Healthy
390.51,-18.15,-7086.88,65.73,70.29,50.39,Non-Healthy
410.21,-129.83,-53256.82,56.4,98.99,41.92,Healthy
414.11,-10.59,-4386.75,31.97,80.24,48.67,Non-Healthy
369.25,96.22,35529.97,55.98,99.71,51.07,Non-Healthy
342.85,34.36,11781.27,42.28,77.58,29.08,Non-Healthy
394.51,99.65,39312.01,95.45,84.15,49.73,Non-Healthy
330.12,-1.8,-593.06,90.73,80.62,26.82,Non-Healthy
367.69,-114.46,-42086.22,26.71,80.67,34.47,Non-Healthy
343.03,-145.91,-50050.75,61.33,95.27,39.54,Healthy
378.8,-59.03,-22361.88,38.0,92.39,44.99,Healthy
328.85,59.4,19532.62,52.86,99.76,21.05,Healthy
322.99,87.08,28125.41,90.15,88.41,30.17,Healthy
410.19,-61.27,-25133.96,62.2,83.9,41.3,Non-Healthy
312.22,-1.3,-407.08,46.74,72.7,32.51,Non-Healthy
360.71,-23.66,-8536.08,36.63,99.9,47.13,Healthy
326.5,-26.84,-8764.36,84.03,86.55,42.81,Healthy
304.67,-80.6,-24555.12,69.96,91.01,28.2,Healthy
304.32,-109.09,-33198.11,57.45,82.2,25.11,Non-Healthy
321.03,-90.99,-29211.31,37.4,86.43,42.02,Healthy
404.01,-133.4,-53895.37,46.74,98.28,35.77,Healthy
333.9,-90.56,-30238.01,96.79,74.99,25.91,Non-Healthy
414.06,-147.24,-60965.36,61.61,78.77,31.42,Non-Healthy
369.79,38.18,14117.84,52.06,74.56,30.61,Non-Healthy
352.39,-55.09,-19412.45,61.71,93.77,23.78,Healthy
369.61,141.94,52463.8,82.32,71.86,39.14,Non-Healthy
362.0,-91.88,-33262.68,47.21,72.45,46.73,Non-Healthy
391.05,-46.25,-18086.77,34.3,78.95,40.14,Non-Healthy
333.9,-42.65,-14240.03,66.79,85.43,48.92,Healthy
342.37,-147.46,-50486.86,73.22,82.19,24.46,Non-Healthy
407.29,101.76,41446.94,77.02,71.34,35.25,Non-Healthy
413.57,-140.4,-58066.59,90.56,98.72,41.33,Healthy
407.11,132.05,53760.09,49.69,98.59,43.66,Healthy
350.33,117.62,41207.06,26.03,78.38,44.35,Non-Healthy
393.64,10.66,4194.9,96.67,91.95,45.51,Healthy
357.16,13.08,4671.18,54.8,87.36,42.8,Healthy
359.7,46.13,16594.4,69.86,77.12,23.3,Non-Healthy
324.56,-33.88,-10997.77,73.3,77.87,44.34,Non-Healthy
370.94,44.17,16383.0,63.72,84.73,45.37,Non-Healthy
322.34,-136.57,-44021.3,36.42,82.58,54.77,Non-Healthy
339.79,-133.79,-45458.75,80.41,78.74,44.27,Non-Healthy
402.6,-12.83,-5165.76,84.3,94.23,44.04,Healthy
324.85,14.89,4835.93,64.24,84.44,38.02,Non-Healthy
308.54,116.35,35897.06,59.08,89.65,50.38,Non-Healthy
308.28,-118.6,-36562.67,29.12,75.68,54.89,Non-Healthy
412.89,96.79,39965.83,26.72,86.01,47.27,Healthy
360.83,-86.99,-31387.13,47.17,79.54,41.44,Non-Healthy
349.13,-31.77,-11093.56,44.87,85.79,22.76,Healthy
397.31,-55.02,-21859.45,96.29,93.42,45.44,Healthy
400.3,-29.95,-11990.33,82.69,93.07,44.8,Healthy
339.86,-104.85,-35635.09,72.79,80.63,47.14,Non-Healthy
383.23,1.07,410.45,61.41,90.83,24.36,Healthy
392.53,90.49,35521.56,33.39,98.24,42.88,Healthy
378.56,-17.54,-6639.83,98.28,88.77,30.35,Healthy
318.19,-2.82,-896.0,50.0,74.45,46.61,Non-Healthy
405.11,104.63,42386.35,28.55,90.39,28.41,Healthy
364.69,61.82,22544.28,59.5,73.15,43.94,Non-Healthy
333.9,-2.86,-956.17,89.92,96.16,30.32,Healthy
351.03,-72.69,-25516.64,90.98,85.5,20.31,Healthy
304.51,115.48,35164.04,20.88,81.55,42.17,Non-Healthy
315.34,23.11,7286.38,90.9,71.71,23.96,Non-Healthy
391.87,-83.66,-32781.8,41.72,81.42,43.08,Non-Healthy
300.0,-69.26,-20779.32,23.12,97.1,52.4,Non-Healthy
349.99,90.94,31827.87,87.82,70.63,53.92,Non-Healthy
362.7,-136.76,-49601.69,89.11,84.24,28.26,Non-Healthy
306.56,147.63,45256.16,67.7,97.93,48.32,Healthy
416.77,-110.89,-46217.43,65.95,81.85,32.37,Non-Healthy
327.14,88.82,29056.32,85.05,82.85,51.52,Non-Healthy
336.5,-31.57,-10622.55,82.9,87.36,47.56,Healthy
336.47,-2.34,-785.71,91.21,83.89,22.59,Non-Healthy
327.65,114.2,37416.05,64.22,75.06,34.25,Non-Healthy
300.18,-26.13,-7842.61,97.41,70.56,31.81,Non-Healthy
387.52,11.25,4358.89,99.69,88.29,47.48,Healthy
416.02,-135.21,-56250.3,29.32,97.62,34.36,Healthy
326.92,-149.3,-48807.06,87.96,73.19,43.96,Non-Healthy
379.57,-76.56,-29059.56,59.99,76.33,41.09,Non-Healthy
389.03,54.17,21075.54,51.01,81.11,54.15,Non-Healthy
401.81,-113.62,-45653.98,69.05,94.26,52.82,Non-Healthy
350.72,-115.87,-40637.9,24.48,78.08,34.97,Non-Healthy
336.35,-26.71,-8984.57,60.52,96.46,45.33,Healthy
339.04,44.35,15036.6,89.67,71.65,49.03,Non-Healthy
385.51,63.62,24527.05,37.08,98.23,51.46,Non-Healthy
398.01,-96.46,-38394.3,54.11,86.82,22.38,Healthy
321.79,-126.12,-40585.76,95.16,89.76,30.57,Healthy
344.51,132.12,45516.74,54.29,81.03,31.21,Non-Healthy
408.23,-71.8,-29311.15,48.67,93.46,35.21,Healthy
396.8,106.0,42062.71,55.24,75.0,25.92,Non-Healthy
418.18,109.05,45601.78,61.56,71.47,37.37,Non-Healthy
390.51,81.76,31926.82,70.56,81.87,43.21,Non-Healthy
347.18,-99.35,-34492.64,84.06,95.61,37.41,Healthy
370.88,96.54,35804.58,56.17,92.65,43.3,Healthy
379.32,80.78,30639.77,85.4,85.51,22.33,Healthy
309.41,29.02,8978.25,62.7,87.16,50.66,Non-Healthy
365.34,-48.84,-17842.96,47.08,73.9,52.87,Non-Healthy
385.12,-71.25,-27438.7,72.64,95.22,41.63,Healthy
320.08,-113.43,-36307.55,77.42,93.61,50.85,Non-Healthy
393.68,2.93,1152.34,64.64,89.69,24.6,Healthy
370.05,25.58,9465.31,24.53,83.99,47.91,Non-Healthy
414.27,-42.2,-17481.35,33.59,98.93,24.17,Healthy
305.09,-7.39,-2255.32,42.82,96.37,34.28,Healthy
331.84,-40.95,-13587.37,42.61,89.33,31.33,Healthy
372.19,42.3,15744.16,73.87,81.15,40.5,Non-Healthy
335.59,120.38,40397.23,21.47,88.54,30.55,Healthy
385.73,-100.82,-38890.9,80.45,87.26,42.31,Healthy
391.08,-35.58,-13913.62,41.23,81.83,32.86,Non-Healthy
312.3,-107.74,-33647.23,44.8,79.2,50.13,Non-Healthy
361.66,37.48,13556.24,62.23,82.21,42.19,Non-Healthy
361.07,68.66,24791.27,37.27,87.22,27.54,Healthy
344.31,129.57,44614.04,90.76,82.84,31.76,Non-Healthy
411.95,-66.34,-27328.18,26.83,77.91,49.66,Non-Healthy
399.3,135.06,53930.9,55.55,92.83,33.53,Healthy
383.67,-131.02,-50268.26,87.95,85.94,38.75,Healthy
385.72,30.9,11920.33,69.27,72.03,42.71,Non-Healthy
355.41,-132.86,-47219.3,43.39,81.05,32.17,Non-Healthy
410.52,118.13,48495.58,53.66,96.55,30.29,Healthy
383.35,8.94,3428.2,76.54,92.66,36.63,Healthy
387.48,50.8,19685.61,97.86,79.7,27.52,Non-Healthy
403.4,99.47,40127.37,91.45,98.15,29.95,Healthy
332.89,-104.91,-34922.28,47.39,72.3,22.17,Non-Healthy
396.85,-138.42,-54932.78,99.86,98.84,30.64,Healthy
323.43,113.66,36762.33,20.28,77.37,31.22,Non-Healthy
341.44,-55.52,-18956.82,22.21,70.27,53.66,Non-Healthy
340.27,-111.31,-37874.57,85.91,83.01,40.64,Non-Healthy
417.42,-9.46,-3949.5,35.96,80.77,47.56,Non-Healthy
402.78,29.49,11878.85,24.86,86.17,21.59,Healthy
384.14,-140.71,-54051.94,38.97,93.9,23.73,Healthy
387.25,-67.53,-26151.28,54.09,95.27,48.51,Healthy
367.45,-140.16,-51501.63,78.45,82.04,41.82,Non-Healthy
413.65,-23.9,-9886.0,69.95,82.9,26.68,Non-Healthy
359.55,118.53,42617.59,39.01,74.45,34.17,Non-Healthy
345.66,144.8,50050.4,60.26,71.43,38.85,Non-Healthy
319.56,41.11,13138.65,94.1,89.24,49.53,Healthy
394.34,-101.51,-40029.41,85.2,71.93,22.11,Non-Healthy
388.13,121.75,47257.1,45.86,92.01,40.89,Healthy
346.12,4.87,1687.12,98.58,86.17,45.1,Healthy
303.02,-103.88,-31476.6,76.69,75.96,54.23,Non-Healthy
400.68,126.52,50693.19,25.0,86.19,48.25,Healthy
301.37,77.24,23278.05,22.81,75.49,29.67,Non-Healthy
384.44,69.51,26723.31,33.47,83.16,44.84,Non-Healthy
416.43,62.75,26132.79,78.23,93.99,46.71,Healthy
352.52,-89.9,-31690.8,34.7,83.86,45.54,Non-Healthy
328.2,-86.7,-28454.0,60.92,74.46,48.71,Non-Healthy
384.58,56.49,21724.37,27.46,91.71,51.63,Non-Healthy
398.06,-84.08,-33469.76,93.67,75.6,23.45,Non-Healthy
365.57,-18.4,-6725.97,47.52,92.16,23.67,Healthy
416.04,84.6,35197.57,92.65,84.38,47.87,Non-Healthy
306.2,85.19,26083.9,95.59,83.61,28.83,Non-Healthy
360.58,-14.02,-5055.8,20.49,95.54,22.05,Healthy
386.21,87.66,33854.39,57.13,91.26,34.04,Healthy
403.52,101.59,40991.88,21.97,70.99,48.7,Non-Healthy
321.51,46.43,14928.62,92.7,78.89,24.43,Non-Healthy
396.0,-81.47,-32263.04,61.47,96.13,43.51,Healthy
366.32,-67.8,-24835.53,26.0,70.55,20.13,Non-Healthy
347.59,-55.55,-19307.61,28.82,86.36,23.84,Healthy
315.81,-114.96,-36304.65,50.68,91.83,32.28,Healthy
403.84,-68.05,-27481.86,95.22,88.66,22.93,Healthy
318.87,-87.14,-27787.92,75.43,92.82,49.61,Healthy
337.17,-13.4,-4518.6,89.41,91.77,50.24,Non-Healthy
334.81,122.53,41024.14,49.32,90.76,46.44,Healthy
404.57,-118.66,-48004.58,23.46,94.65,28.49,Healthy
380.72,66.08,25158.41,97.95,89.37,38.31,Healthy
395.6,56.18,22226.85,21.37,82.07,26.45,Non-Healthy
330.06,-121.27,-40027.14,95.81,84.16,29.84,Non-Healthy
374.98,126.77,47537.48,49.49,91.5,38.06,Healthy
368.61,20.54,7571.85,20.81,96.29,45.73,Healthy
399.94,-40.88,-16350.47,75.13,78.17,23.31,Non-Healthy
408.73,76.96,31456.54,98.44,80.26,30.38,Non-Healthy
301.46,-72.79,-21943.3,97.25,97.92,52.43,Non-Healthy
380.88,58.05,22111.35,32.87,87.36,35.02,Healthy
306.22,-138.09,-42284.93,34.5,75.37,52.86,Non-Healthy
365.86,101.82,37253.06,65.24,89.91,54.7,Non-Healthy
334.52,-15.55,-5201.3,70.98,99.72,38.43,Healthy
336.81,41.01,13811.99,79.15,94.7,30.08,Healthy
342.36,-83.63,-28630.69,34.48,92.37,47.68,Healthy
374.56,53.12,19897.16,96.72,76.24,25.58,Non-Healthy
340.09,81.67,27775.53,71.1,96.28,28.82,Healthy
387.92,-8.04,-3117.37,87.76,85.77,47.47,Healthy
348.54,35.32,12309.88,63.21,96.68,35.18,Healthy
308.2,-13.1,-4038.14,53.14,79.89,27.05,Non-Healthy
394.05,118.23,46587.65,98.17,71.86,42.79,Non-Healthy
334.29,-0.64,-213.69,66.57,84.28,45.65,Non-Healthy
351.93,102.54,36088.03,89.35,78.1,24.38,Non-Healthy
382.25,90.41,34557.84,96.26,91.46,29.69,Healthy
339.89,-26.85,-9125.68,74.03,98.71,27.74,Healthy
306.79,-80.97,-24842.24,63.92,90.73,33.29,Healthy
344.87,-28.18,-9716.85,20.28,96.61,46.72,Healthy
413.33,97.87,40451.0,23.2,83.59,44.98,Non-Healthy
377.01,-81.71,-30805.42,36.07,93.15,43.19,Healthy
380.58,7.33,2789.98,34.88,95.29,20.22,Healthy
375.87,91.83,34516.13,40.38,91.33,24.98,Healthy
323.88,-43.96,-14236.67,44.39,85.23,27.82,Healthy
350.2,42.66,14940.55,48.81,88.78,29.52,Healthy
390.11,-76.31,-29769.71,53.64,91.02,25.12,Healthy
312.16,-117.22,-36590.76,27.91,77.59,34.36,Non-Healthy
333.34,88.32,29439.22,23.39,94.29,22.63,Healthy
333.16,-120.31,-40082.08,73.92,98.51,46.25,Healthy
351.84,-68.59,-24131.31,62.99,83.96,47.57,Non-Healthy
417.64,106.53,44492.82,55.53,91.03,40.1,Healthy
308.1,-46.06,-14190.86,70.76,92.11,23.14,Healthy
362.24,141.91,51407.37,86.21,89.87,51.15,Non-Healthy
321.52,143.92,46273.8,54.22,86.41,53.8,Non-Healthy
416.48,-69.52,-28952.6,71.29,96.45,27.08,Healthy
313.6,-137.71,-43184.28,96.29,83.47,44.66,Non-Healthy
348.43,61.52,21435.19,87.17,71.83,49.47,Non-Healthy
388.55,-14.7,-5713.2,54.08,95.34,38.89,Healthy
384.55,-119.77,-46058.73,71.58,90.22,31.32,Healthy
350.73,62.26,21835.18,34.17,95.48,36.75,Healthy
341.58,-140.65,-48042.79,64.84,74.16,37.93,Non-Healthy
347.71,111.06,38616.71,98.51,70.92,34.02,Non-Healthy
331.71,-108.4,-35959.11,61.47,98.03,52.54,Non-Healthy
324.64,-111.81,-36296.84,94.21,74.43,46.04,Non-Healthy
357.96,-97.3,-34829.37,52.59,94.29,28.45,Healthy
332.22,138.08,45873.47,99.91,94.7,40.49,Healthy
334.5,57.95,19384.28,66.34,91.26,44.1,Healthy
378.81,90.41,34248.83,23.38,73.94,24.91,Non-Healthy
416.22,-30.71,-12782.05,66.94,90.02,32.54,Healthy
372.44,-49.11,-18288.93,41.97,96.67,51.69,Non-Healthy
309.24,-79.65,-24632.25,22.6,82.77,39.85,Non-Healthy
309.07,-5.81,-1794.33,85.67,82.41,27.59,Non-Healthy
414.17,15.55,6439.78,42.06,83.29,24.3,Non-Healthy
335.67,39.53,13270.05,83.72,72.47,38.14,Non-Healthy
311.05,-72.86,-22664.34,43.06,96.76,39.17,Healthy
371.89,134.6,50054.36,35.55,96.08,31.7,Healthy
374.84,-99.07,-37136.1,97.91,99.94,42.06,Healthy
377.82,139.7,52780.01,48.93,87.56,22.4,Healthy
332.09,-145.54,-48333.17,68.11,92.54,25.08,Healthy
301.81,-5.66,-1708.96,68.8,76.08,39.12,Non-Healthy
415.8,-49.99,-20785.79,64.84,90.03,22.16,Healthy
330.11,-15.26,-5038.42,93.18,89.49,50.83,Non-Healthy
381.12,21.2,8079.57,73.96,97.04,24.98,Healthy
384.8,-19.32,-7435.5,52.3,94.92,43.59,Healthy
373.2,-25.55,-9533.77,88.99,98.15,33.69,Healthy
337.55,69.82,23566.66,34.49,96.07,33.99,Healthy
332.53,55.76,18542.92,63.54,96.06,46.77,Healthy
371.72,99.98,37165.1,96.04,71.91,37.48,Non-Healthy
403.93,-75.01,-30299.83,70.03,95.38,45.4,Healthy
413.61,32.86,13590.56,85.36,88.22,37.68,Healthy
312.71,25.56,7992.35,72.28,81.41,40.75,Non-Healthy
318.58,-39.08,-12449.66,87.15,71.7,46.63,Non-Healthy
413.37,-4.18,-1729.01,95.56,90.33,41.26,Healthy
388.38,-55.87,-21697.22,41.83,79.85,41.55,Non-Healthy
405.96,-107.45,-43618.97,33.57,84.03,47.62,Non-Healthy
324.32,-85.86,-27845.65,58.72,90.45,53.22,Non-Healthy
370.51,-118.35,-43848.38,76.15,97.35,33.19,Healthy
384.14,54.92,21097.13,38.18,94.76,40.2,Healthy
381.61,48.22,18400.72,20.33,83.52,23.02,Non-Healthy
348.98,135.18,47175.54,47.43,81.63,32.56,Non-Healthy
301.85,68.9,20798.35,97.51,77.19,34.42,Non-Healthy
369.95,-134.39,-49716.34,75.6,81.17,49.23,Non-Healthy
330.37,115.27,38083.18,52.11,73.33,37.97,Non-Healthy
354.03,108.8,38519.42,35.41,99.13,45.59,Healthy
414.91,-17.0,-7055.08,48.49,87.22,20.67,Healthy
347.88,25.76,8961.12,33.59,73.83,36.26,Non-Healthy
400.78,142.82,57240.26,28.5,80.58,51.55,Non-Healthy
322.62,9.69,3126.66,92.54,86.41,27.85,Healthy
380.7,121.6,46291.23,99.81,85.99,21.1,Healthy
417.24,-125.09,-52191.98,33.13,71.07,35.17,Non-Healthy
312.23,-92.68,-28938.6,24.36,98.53,44.66,Healthy
301.0,-17.77,-5349.8,46.38,78.26,35.91,Non-Healthy
352.03,25.43,8951.08,56.93,70.49,36.1,Non-Healthy
311.12,94.87,29514.97,36.39,72.29,43.44,Non-Healthy
389.81,146.48,57098.27,44.11,87.41,28.9,Healthy
409.75,-33.34,-13662.79,36.07,74.13,46.32,Non-Healthy
352.08,-135.78,-47804.11,81.94,71.25,25.36,Non-Healthy
331.05,90.35,29910.43,77.01,81.39,33.85,Non-Healthy
352.13,31.31,11026.62,70.8,88.68,42.96,Healthy
386.81,-90.44,-34982.33,50.98,73.36,48.99,Non-Healthy
301.09,-1.55,-467.12,92.72,79.4,47.7,Non-Healthy
370.73,72.69,26949.83,97.56,82.53,45.26,Non-Healthy
373.6,81.12,30307.35,33.89,74.78,32.57,Non-Healthy
376.52,-0.11,-43.1,37.84,85.18,24.28,Healthy
329.04,-58.44,-19227.82,62.05,72.56,27.59,Non-Healthy
385.69,142.12,54814.81,27.3,71.4,50.27,Non-Healthy
310.97,49.01,15240.11,54.92,85.6,50.01,Non-Healthy
323.91,-27.53,-8916.9,66.54,77.44,53.3,Non-Healthy
405.3,-65.86,-26693.24,61.77,72.86,22.66,Non-Healthy
388.65,69.33,26945.23,46.47,82.72,38.79,Non-Healthy
301.65,-77.34,-23331.07,63.4,97.45,42.7,Healthy
329.81,-98.49,-32481.52,96.7,91.73,44.87,Healthy
325.73,8.95,2915.33,36.48,94.47,42.54,Healthy
332.5,-63.0,-20948.55,72.39,96.16,46.95,Healthy
329.71,38.67,12750.29,23.47,99.18,32.58,Healthy
307.5,-114.62,-35245.52,25.31,92.9,26.28,Healthy
355.07,46.48,16504.61,64.15,88.25,27.16,Healthy
387.93,-65.01,-25219.6,28.4,80.96,20.42,Non-Healthy
372.81,-149.93,-55894.0,21.79,75.45,32.26,Non-Healthy
380.74,-111.92,-42612.62,33.72,90.6,23.21,Healthy
309.74,130.08,40292.14,65.19,99.85,31.25,Healthy
414.18,110.21,45645.16,76.27,84.02,41.99,Non-Healthy
400.62,-79.92,-32016.39,36.2,91.71,51.31,Non-Healthy
